species,bio1,bio5,bio6,bio12,bio16,bio17,clade
Lalage_tricolor,217.6504878,354.0647278,73.58620235,474.0650352,242.9934329,41.0426646,Passeriformes
Lalage_typica,222.901532,287.8542345,157.2772083,1841.518416,800.1000678,207.3851401,Passeriformes
Laliostoma_labrosum,242.7057131,329.8679639,133.3597059,1070.111005,708.2904423,22.6568306,Anura
Lamprolepis_vyneri,247.0216277,292.4797825,204.7009985,3531.806965,1059.839985,693.9972087,Scincoidea
Lamprolia_klinesmithi,244.5699327,293.6579217,202.4598473,2579.814182,1023.707648,316.0982395,Passeriformes
Lamprolia_victoriae,237.5560989,287.9263111,195.2647615,2667.020996,1032.383595,347.6483529,Passeriformes
Lampronycteris_brachyotis,260.2994755,324.7435735,202.6539442,2311.67406,947.3686559,248.2961479,Chiroptera
Lampropeltis_alterna,189.8984375,339.1706538,22.1631008,348.9996227,166.8204982,30.65983255,Serpentes
Lampropeltis_calligaster,153.9853806,328.3475435,-28.34688926,1117.461758,354.4102848,198.8229851,Serpentes
Lampropeltis_extenuata,213.0711331,329.699768,74.26412256,1289.477331,544.3913643,182.7120893,Serpentes
Lampropeltis_getula,162.6090091,333.2677745,-8.296294191,778.4984403,282.4415119,118.9096849,Serpentes
Lampropeltis_mexicana,172.1862263,297.6532738,37.57291239,495.5300426,273.8935173,29.34828277,Serpentes
Lampropeltis_pyromelana,127.114116,310.3760979,-43.06286647,514.2404426,263.9682271,44.39887665,Serpentes
Lampropeltis_ruthveni,171.0028678,288.5873879,48.12400228,889.3025556,556.735154,26.87885405,Serpentes
Lampropeltis_webbi,171.477417,267.8458099,66.4948349,1196.377563,734.9928284,45.52528572,Serpentes
Lampropeltis_zonata,115.2109663,292.5329363,-12.52490552,837.9852783,423.3053411,27.66273323,Serpentes
Lamprophis_aurora,158.414945,279.194963,18.30979756,597.6599562,256.0662957,48.56013505,Serpentes
Lamprophis_fiskii,163.1607746,301.7547159,31.67147578,216.7363325,90.09301857,26.65351279,Serpentes
Lamprophis_fuscus,153.2119934,257.8844927,25.7033814,755.8563676,320.7397807,60.93395743,Serpentes
Lamprophis_guttatus,161.1215964,280.7472768,29.45895744,548.0214102,238.0484257,46.84899553,Serpentes
Lampropholis_adonis,210.4716551,308.4789661,85.51343585,1008.34776,482.0547509,96.86781324,Scincoidea
Lampropholis_amicula,182.6245333,290.8037208,53.93996843,1061.167708,424.654038,135.7318819,Scincoidea
Lampropholis_caligula,139.2407646,271.4041924,6.814632558,910.9701758,309.0507948,176.0345831,Scincoidea
Lampropholis_coggeri,226.4473484,306.6396603,128.5433578,1802.438786,1053.308753,100.6063196,Scincoidea
Lampropholis_colossus,159.1629105,279.9473877,23.43139744,822.9613647,311.8136444,126.5578003,Scincoidea
Lampropholis_couperi,198.8683169,301.0833909,71.22782242,1081.505347,462.7371649,129.3962372,Scincoidea
Lampropholis_delicata,177.8419593,299.7682976,48.84161313,850.7416839,351.4422794,113.1013428,Scincoidea
Lampropholis_elongata,112.8676662,234.1385994,-11.77988601,1008.921333,332.425621,203.9325886,Scincoidea
Lampropholis_guichenoti,148.6003449,283.2022689,29.61335742,772.2083245,264.4015343,127.4883283,Scincoidea
Lampropholis_mirabilis,231.3428288,312.0649118,119.983083,1025.968672,659.6639265,37.13754218,Scincoidea
Lampropholis_robertsi,206.4108696,290.2920886,109.7741662,1918.157236,1075.261908,127.8519542,Scincoidea
Lampropsar_tanagrinus,259.0546411,324.2341437,191.4585903,2273.552497,852.4906753,261.0353818,Passeriformes
Lamprospiza_melanoleuca,258.8155855,328.016997,192.7384161,2184.713681,939.1743759,164.9240314,Passeriformes
Lamprotornis_acuticaudus,211.6939139,315.4963059,81.33812865,1041.038089,573.9879729,2.048230898,Passeriformes
Lamprotornis_albicapillus,250.8532761,344.9990426,156.3450851,326.8774449,173.9339895,10.97031008,Passeriformes
Lamprotornis_australis,207.4645577,328.6982911,48.95048514,468.7571949,283.324324,4.372258611,Passeriformes
Lamprotornis_benguelensis,212.8782915,293.4935329,112.3820842,742.4178181,436.8531799,0.473370273,Passeriformes
Lamprotornis_bicolor,158.9276533,288.1082717,12.22937082,512.7139613,225.337035,39.84835444,Passeriformes
Lamprotornis_caudatus,273.1892172,388.4686234,148.711044,732.0912381,515.5583418,1.496764934,Passeriformes
Lamprotornis_chalcurus,263.1741542,365.1308021,162.9336064,1143.960672,653.6957887,14.58994005,Passeriformes
Lamprotornis_chalybaeus,242.6765203,350.3930354,122.7640334,729.8479084,455.5585708,12.01487513,Passeriformes
Lamprotornis_chloropterus,248.7804004,351.1228884,143.5368945,1063.64258,612.0916449,18.42842706,Passeriformes
Lamprotornis_fischeri,259.7287031,349.07285,183.008803,502.407624,250.1802918,19.97817556,Passeriformes
Lamprotornis_hildebrandti,211.4209806,297.2214354,128.298166,763.312893,365.6494651,36.2149075,Passeriformes
Lamprotornis_iris,259.1540178,348.7749348,173.6947198,1487.905351,710.9130948,51.87908975,Passeriformes
Lamprotornis_mevesii,216.7256918,332.3540499,70.88497121,613.061392,410.865588,3.891464532,Passeriformes
Lamprotornis_nitens,198.8327187,314.3886878,52.30576006,513.4930204,281.436766,13.09930847,Passeriformes
Lamprotornis_ornatus,238.9373559,286.0967373,192.3267229,1905.462741,713.7279324,156.859609,Passeriformes
Lamprotornis_pulcher,277.5528139,399.5237359,140.3947934,377.7795377,291.0488861,1.096515022,Passeriformes
Lamprotornis_purpureus,265.9741665,370.349948,160.3846735,1023.758606,601.807285,18.13776007,Passeriformes
Lamprotornis_purpuroptera,249.4214399,344.3066083,163.8457598,832.6458138,402.5336314,41.75780223,Passeriformes
Lamprotornis_regius,256.3050547,347.4731277,171.236408,433.2074227,222.2751932,16.74756084,Passeriformes
Lamprotornis_shelleyi,252.4719703,344.2443154,164.698652,429.2293759,216.5486839,19.15024729,Passeriformes
Lamprotornis_splendidus,240.5510524,313.2357395,167.0137728,1625.058522,677.9246911,108.1531929,Passeriformes
Lamprotornis_superbus,243.2328165,333.1882003,158.1259879,547.4757413,265.7251138,25.83838249,Passeriformes
Lamprotornis_unicolor,214.6812673,297.2738901,128.0397168,808.2637798,442.0285839,9.977745032,Passeriformes
Lamprotornis_violacior,216.8322336,322.7955434,77.77765075,579.0608811,367.9322314,0.022188351,Passeriformes
Langaha_alluaudi,241.3685707,332.3959282,124.0023412,627.6823848,402.2150276,24.52478226,Serpentes
Langaha_madagascariensis,247.5045547,321.3691448,159.8819842,1546.746364,885.297017,88.26558013,Serpentes
Langaha_pseudoalluaudi,259.8557757,332.4076577,162.3553752,1275.120008,901.0948745,12.85358069,Serpentes
Laniarius_aethiopicus,231.5074627,324.6804273,134.0508115,1151.868257,590.8821567,34.44448868,Passeriformes
Laniarius_amboimensis,233.0632584,295.4237455,148.0959753,836.2258194,427.1187757,0.588964841,Passeriformes
Laniarius_atrococcineus,202.517766,324.3553305,44.97055655,457.213829,275.5001673,5.648606989,Passeriformes
Laniarius_atroflavus,221.4152695,301.4046503,155.4656149,2018.33345,968.394952,51.19209343,Passeriformes
Laniarius_barbarus,273.7143655,383.0653576,158.0613879,844.6095628,552.8907192,7.414188928,Passeriformes
Laniarius_bicolor,222.8625206,326.6870392,92.25444291,809.5548615,474.2056072,1.489577156,Passeriformes
Laniarius_brauni,222.0095746,288.6240287,127.0896756,1115.336843,516.7439302,2.321088007,Passeriformes
Laniarius_erythrogaster,261.9326901,368.6708933,158.2770566,893.7846416,507.3102412,19.62266244,Passeriformes
Laniarius_ferrugineus,191.5046135,292.0233095,63.68077631,690.4385225,329.212919,46.37685679,Passeriformes
Laniarius_fuelleborni,194.7391299,277.0118146,106.0309646,1140.352297,619.5785464,22.4092534,Passeriformes
Laniarius_funebris,237.5419301,325.7902787,155.7861521,635.7023373,308.6760331,30.47817226,Passeriformes
Laniarius_holomelas,193.8858442,260.4614614,128.5497298,1358.511003,490.6750236,126.0960715,Passeriformes
Laniarius_leucorhynchus,246.8622122,312.851859,185.5079771,1818.651204,693.2137314,172.010331,Passeriformes
Laniarius_luehderi,237.1866139,305.1083284,174.321496,1703.191962,661.0346569,125.784897,Passeriformes
Laniarius_mufumbiri,213.6034169,289.1163465,144.781857,1171.257626,438.5523749,130.5459021,Passeriformes
Laniarius_nigerrimus,274.8478433,349.123149,212.2589681,482.5828617,258.4544155,15.1590163,Passeriformes
Laniarius_poensis,230.4777981,308.4419744,165.4012035,2099.208515,999.2428493,63.67312763,Passeriformes
Laniarius_ruficeps,254.9035158,343.927617,169.1969217,436.0474006,224.9325833,16.7986264,Passeriformes
Laniarius_sublacteus,256.7326717,327.1386558,188.0626871,783.3264647,363.556194,61.2445579,Passeriformes
Laniarius_turatii,265.1634746,354.9762152,181.7733812,2534.258077,1575.983799,25.56801376,Passeriformes
Laniellus_albonotatus,190.8019795,249.5021317,126.1429832,3215.768856,1111.311771,396.0760435,Passeriformes
Laniellus_langbianis,201.5375563,273.8105618,121.9440629,1730.009439,765.8495881,61.19708274,Passeriformes
Laniisoma_buckleyi,228.6533018,294.7702218,159.2980943,2561.791686,946.9544916,350.8527895,Passeriformes
Laniisoma_elegans,207.1540378,288.4837554,107.4355305,1369.035638,642.6509867,109.4034076,Passeriformes
Lanio_aurantius,249.0550577,329.3376645,168.5645904,2036.990221,910.1612546,165.319482,Passeriformes
Lanio_fulvus,258.2640476,318.6051137,205.3637463,2424.760055,927.58207,333.4030394,Passeriformes
Lanio_leucothorax,251.7220621,314.8623568,192.8252684,2871.608626,1187.673865,223.0683707,Passeriformes
Lanio_versicolor,254.4095843,324.8157197,180.5118766,2192.379624,892.7986682,180.2788201,Passeriformes
Laniocera_hypopyrra,257.5961216,324.8235117,192.7413406,2313.880612,930.9111538,238.1579663,Passeriformes
Laniocera_rufescens,252.9532939,314.5052627,194.4566613,3059.110371,1154.53712,326.2757289,Passeriformes
Lanioturdus_torquatus,207.9215158,311.0629104,79.87731979,530.3853757,319.3783989,1.021827456,Passeriformes
Lanius_borealis,-13.92451271,227.1165998,-253.102714,537.2604159,227.1688755,66.53040824,Passeriformes
Lanius_bucephalus,107.3530065,279.5519562,-82.85984909,1136.519801,543.9132554,96.30664534,Passeriformes
Lanius_cabanisi,234.8897146,314.0878687,157.686794,751.9124156,381.0051575,30.83926935,Passeriformes
Lanius_collaris,209.2217566,308.0764956,96.16444782,1002.564994,486.536542,37.0072273,Passeriformes
Lanius_collurio,163.3971121,302.0177963,24.94373191,722.5276638,326.6373692,57.77114883,Passeriformes
Lanius_collurioides,222.1103743,317.2320655,102.1962466,1656.025258,929.6790142,49.14099654,Passeriformes
Lanius_cristatus,68.19164745,268.9803013,-136.5255399,962.3764731,481.7335568,77.23129077,Passeriformes
Lanius_dorsalis,249.6249163,339.2603064,169.9005782,540.9555176,262.1838033,26.05276896,Passeriformes
Lanius_excubitor,142.5687409,321.9013904,-33.22707814,366.2835885,180.0406411,35.91948201,Passeriformes
Lanius_excubitoroides,259.1686734,368.3674739,148.6168352,734.2455148,425.7242816,22.21505276,Passeriformes
Lanius_giganteus,29.33948117,182.7856777,-161.7654391,606.5444068,350.7684611,13.31166092,Passeriformes
Lanius_gubernator,252.9508164,351.3295445,160.5490573,1195.475578,615.7389652,24.90720592,Passeriformes
Lanius_isabellinus,179.3068887,343.7465526,7.660477453,321.0332808,193.6889457,11.21210166,Passeriformes
Lanius_ludovicianus,124.4453461,309.2969576,-55.25697,696.1063933,278.51728,92.36095956,Passeriformes
Lanius_mackinnoni,230.2617084,298.4182201,163.2979392,1510.68793,605.5435968,98.39036776,Passeriformes
Lanius_meridionalis,130.3933269,283.4118237,14.87478625,673.9715457,233.7899878,91.57412536,Passeriformes
Lanius_minor,102.9033555,291.4968171,-78.52002991,457.2408811,189.5250667,53.1139357,Passeriformes
Lanius_newtoni,208.1098785,254.9167887,157.8374379,2903.194987,1171.320747,95.46402401,Passeriformes
Lanius_nubicus,243.7053464,385.5705558,96.21797066,252.9750644,166.2656124,4.808136039,Passeriformes
Lanius_phoenicuroides,213.5486172,363.7616451,60.60606568,300.1343407,169.5819068,11.34900903,Passeriformes
Lanius_schach,203.7470625,327.7787969,68.12962206,1305.131482,693.9431799,79.07737499,Passeriformes
Lanius_senator,237.2200375,376.1528681,97.60437485,469.0156481,254.2048269,17.32613436,Passeriformes
Lanius_somalicus,250.0442405,341.3331038,158.8223253,342.8544775,168.3743563,18.23507436,Passeriformes
Lanius_souzae,215.1963929,310.8550828,100.3805251,1209.681613,625.7295701,9.885241468,Passeriformes
Lanius_sphenocercus,89.68121165,284.5042725,-126.8545876,794.5622752,427.0284358,46.75243825,Passeriformes
Lanius_tephronotus,151.4038689,267.1037439,1.180890153,1357.72257,805.1923216,31.69266545,Passeriformes
Lanius_tigrinus,171.776506,301.3869424,29.74067638,1567.679751,680.1938193,167.418057,Passeriformes
Lanius_validirostris,210.8395951,270.7888168,150.0282228,2918.244671,1208.423692,289.8702991,Passeriformes
Lanius_vittatus,234.5651318,384.6448602,78.06268491,724.2448715,507.8209325,15.58324402,Passeriformes
Lankanectes_corrugatus,234.2291067,295.892456,179.4801611,2691.827507,979.1575934,368.9010033,Anura
Lankascincus_deignani,234.7580847,298.2694443,177.2824285,2407.661798,933.754153,310.4544302,Scincoidea
Lankascincus_taprobanensis,229.146312,293.0906552,172.9657026,2508.662669,926.2802247,356.4698985,Scincoidea
Lanzarana_largeni,274.0028336,370.4739936,196.6388602,436.3619017,228.4575229,15.12055029,Anura
Laotriton_laoensis,200.0041424,276.1718485,83.94813225,1724.659539,1011.181663,34.01639195,Caudata
Larutia_miodactyla,230.8032045,286.8461074,175.1849415,2714.551692,915.9631669,456.0534043,Scincoidea
Larutia_nubisilvicola,230.1605682,298.0588531,170.4767609,2103.718262,870.0996704,219.9982529,Scincoidea
Larutia_puehensis,266.382843,316.9522095,223.3828583,3001.364014,1084.783447,489.8219604,Scincoidea
Larutia_seribuatensis,242.2133636,297.1029968,199.2133636,2655.19165,1296.20874,353.1638489,Scincoidea
Larutia_sumatrensis,266.3509759,323.4280416,209.9784715,3534.578825,1220.570635,607.4030735,Scincoidea
Larutia_trifasciata,202.653205,256.6121318,150.8068441,2673.371962,957.9906277,429.5984565,Scincoidea
Larvivora_akahige,131.1300661,284.276381,-24.82764471,1578.675575,653.888825,184.6095145,Passeriformes
Larvivora_brunnea,200.0495811,323.1628353,60.39352642,1275.092711,804.7081524,33.41274236,Passeriformes
Larvivora_cyane,55.4397119,258.1753354,-157.3001384,1112.707998,507.9911384,106.8838865,Passeriformes
Larvivora_komadori,206.009694,301.4061977,108.4329294,2684.943417,927.4500425,443.4522189,Passeriformes
Larvivora_namiyei,220.9139644,308.9939265,126.3538169,2171.679201,757.35761,361.4609265,Passeriformes
Larvivora_ruficeps,72.61594267,224.8198757,-96.30125272,742.106372,375.4940635,21.62487676,Passeriformes
Larvivora_sibilans,-3.934321047,241.1306664,-255.0326507,704.68564,344.0839052,56.46346131,Passeriformes
Larvivora_tanensis,160.7588291,277.1258736,47.92826205,2665.760666,866.6650658,383.7321186,Passeriformes
Lasionycteris_noctivagans,78.93346699,279.2505457,-115.6180192,735.9608253,263.1991156,113.7988141,Chiroptera
Lasiorhinus_krefftii,227.5115051,350.6649399,76.70883179,619.2469177,322.832016,51.13089275,Diprotodontia
Lasiorhinus_latifrons,175.5430235,305.9713127,53.85939792,248.5136556,84.46118671,40.97267949,Diprotodontia
Lasiurus_atratus,257.515411,317.993636,208.1431333,2271.666694,905.6991251,264.4493253,Chiroptera
Lasiurus_blossevillii,215.3674202,315.4222784,117.8012553,1532.918817,647.1187235,142.405058,Chiroptera
Lasiurus_borealis,123.2848185,308.6318388,-68.15173651,954.6922645,319.4782735,159.7069343,Chiroptera
Lasiurus_castaneus,255.183289,304.064456,210.6337338,2059.307104,781.4635438,116.7740348,Chiroptera
Lasiurus_degelidus,239.5878848,291.5201787,187.0860547,1835.510336,719.4743875,217.3492229,Chiroptera
Lasiurus_ega,241.3207682,322.1496218,158.7631262,1740.074604,738.4927795,149.181761,Chiroptera
Lasiurus_egregius,235.8774535,302.9225385,175.5173044,2527.138611,900.5989655,325.2736137,Chiroptera
Lasiurus_insularis,250.345808,325.9383502,167.0851841,1331.14613,542.2380438,109.6843495,Chiroptera
Lasiurus_intermedius,214.9494914,328.1624969,92.78734161,1368.309764,584.7573447,148.5586212,Chiroptera
Lasiurus_minor,240.133025,310.4707286,163.1708943,1456.793808,535.6391327,167.0275843,Chiroptera
Lasiurus_pfeifferi,250.5983572,326.4433298,167.1993971,1319.954063,537.954522,106.3226641,Chiroptera
Lasiurus_salinae,170.1872416,315.2328161,32.46776049,689.5237154,273.0266375,75.80795706,Chiroptera
Lasiurus_seminolus,178.2024623,329.6000716,15.07096324,1298.253018,412.6273364,242.7005591,Chiroptera
Lasiurus_varius,80.76534798,189.4898744,-2.31319045,1280.00637,490.2585445,203.6825677,Chiroptera
Lasiurus_xanthinus,189.0489679,334.2839291,40.140403,505.6236768,297.3707671,23.60603111,Chiroptera
Latastia_cherchii,253.3028221,337.7642031,156.7714901,166.702541,87.53687113,2.864606281,Lacertoidea
Latastia_ornata,266.2321854,356.1183426,159.6612541,1405.540442,1115.562115,0,Lacertoidea
Lathamus_discolor,147.1546677,280.1141245,28.00663795,817.828488,274.8449476,138.863248,Psittaciformes
Lathrotriccus_euleri,241.5250506,320.9065509,157.7116201,1699.421944,725.8783343,140.0802936,Passeriformes
Lathrotriccus_griseipectus,230.8420186,295.1411045,168.1309506,1028.014368,616.3702469,42.01083744,Passeriformes
Laticauda_crockeri,261.9469604,303.9744568,215.9469604,2753.237305,972.1447144,530.0491943,Serpentes
Laticauda_frontalis,231.6824759,290.4877857,170.331949,2079.411405,784.7687608,318.731164,Serpentes
Laticauda_guineai,259.8204359,317.0923308,207.5910767,1826.94133,642.6743681,276.9775999,Serpentes
Laticauda_saintgironsi,229.1256731,292.7514295,159.20877,1502.68765,619.7466271,200.0680243,Serpentes
Laticauda_schistorhynchus,247.6366095,296.4130072,204.4092263,2035.184294,767.6875899,314.59698,Serpentes
Laticauda_semifasciata,257.7491566,321.8522232,195.1549934,2321.658707,992.13637,237.7386072,Serpentes
Laticilla_burnesii,250.419524,414.5899456,57.78928081,390.7111035,267.2351983,20.98245979,Passeriformes
Laticilla_cinerascens,238.4889416,318.3336716,101.6748932,2399.801256,1340.188579,48.83335836,Passeriformes
Latidens_salimalii,247.3060326,308.2301719,189.1439321,2101.030434,1000.793984,114.2580979,Chiroptera
Lavia_frons,250.1808232,340.304272,162.587259,1175.649459,564.9859853,58.49877749,Chiroptera
Lechriodus_aganoposis,183.8974878,244.4582556,126.3963527,3447.401621,1036.336129,677.1853524,Anura
Lechriodus_fletcheri,172.4709979,276.834201,50.44299258,1260.016089,491.4903306,156.9139267,Anura
Lechriodus_melanopyga,253.3318426,310.8582362,201.2239473,2886.860667,984.3895311,473.0059064,Anura
Lechriodus_platyceps,195.6601542,250.1870106,147.7041942,3110.920629,896.3072988,651.1031847,Anura
Legatus_leucophaius,248.1209854,319.8420743,174.7096447,2042.162315,839.8983673,195.1247431,Passeriformes
Leiocephalus_barahonensis,235.9641293,306.4214417,157.6438627,1269.116433,523.148195,110.8254909,Iguania
Leiocephalus_carinatus,249.7894387,321.6120001,171.9877319,1269.921855,509.9495435,125.6109304,Iguania
Leiocephalus_cubensis,250.3114748,325.8221357,167.0451059,1333.331546,543.9047676,109.4790141,Iguania
Leiocephalus_endomychus,241.9002533,321.6227793,150.8913128,1689.680317,679.2441265,84.48631873,Iguania
Leiocephalus_greenwayi,260,321.0700378,201,821.0700684,331,97,Iguania
Leiocephalus_inaguae,258,321.7689871,195.157352,715.2719219,302.8134076,104.9067345,Iguania
Leiocephalus_loxogrammus,256.5315192,320.0913914,194.3321261,975.2275391,406.8235103,112.0075596,Iguania
Leiocephalus_lunatus,260.6124462,324.1967381,191.2364643,1220.959418,449.3876629,142.7932508,Iguania
Leiocephalus_macropus,247.667219,321.8908846,166.8863197,1368.959955,549.4133835,125.5298076,Iguania
Leiocephalus_melanochlorus,239.5733254,305.2388055,165.1931361,1851.39648,685.8864809,207.2745141,Iguania
Leiocephalus_onaneyi,246.4287071,312.672493,176.9272614,1451.296753,516.1502762,219.2450409,Iguania
Leiocephalus_personatus,244.9723834,316.0165005,168.2681436,1405.190933,501.3422658,171.2291789,Iguania
Leiocephalus_pratensis,229.4789389,291.4631396,159.1271045,1403.741958,519.2972043,129.0042999,Iguania
Leiocephalus_psammodromus,259.7677142,317.7261292,203.0906375,673.86526,284.9342828,107.3618442,Iguania
Leiocephalus_punctatus,261.7559734,323.0651277,201.7501,841.4638045,333.9952794,86.74416211,Iguania
Leiocephalus_raviceps,244.946379,314.8713851,171.6526948,1286.745164,488.3972669,152.2598715,Iguania
Leiocephalus_rhutidira,254.9061584,317.3661957,185.4780579,819.5385742,348.9690704,43.82265663,Iguania
Leiocephalus_schreibersii,249.7018696,320.5186758,171.899114,1100.165483,433.4847104,95.93171781,Iguania
Leiocephalus_semilineatus,247.2720678,320.179401,166.1765909,1016.548385,406.8028532,78.92930079,Iguania
Leiocephalus_stictigaster,250.3594454,325.8261661,167.1400202,1331.246304,542.8585146,109.3965312,Iguania
Leiocephalus_vinculum,252.845253,318.3130188,175.6601675,1035.291818,410.0197906,80.07645169,Iguania
Leioheterodon_geayi,242.5774054,335.6563526,122.5182003,637.2116521,417.326568,20.5631079,Serpentes
Leioheterodon_madagascariensis,226.4584463,312.0642851,124.8521951,1405.051854,824.9433099,69.28316485,Serpentes
Leioheterodon_modestus,243.2581422,332.3420639,132.1029149,1021.078462,659.0356552,24.5330063,Serpentes
Leiolepis_boehmei,272.5160468,336.2321793,218.8190167,2000.614607,1085.544236,173.678434,Iguania
Leiolepis_guentherpetersi,260.0425926,339.8081226,189.4970912,2013.728822,1245.014681,109.9991225,Iguania
Leiolepis_guttata,264.1421854,327.9251336,201.6999758,1623.270917,917.8966381,56.88947422,Iguania
Leiolepis_ngovantrii,264.8690404,319.8112837,208.1754456,1903.708444,968.743478,13.07661915,Iguania
Leiolepis_rubritaeniata,263.404363,346.8828319,168.7489954,1649.785725,895.2777537,23.18000592,Iguania
Leiolepis_triploida,269.791965,332.735628,209.8965815,2406.096539,906.9759421,307.0828925,Iguania
Leiolopisma_telfairii,222.989594,287.9431152,157.2566235,1840.550213,800.4885742,207.0859831,Scincoidea
Leiopelma_archeyi,140.3253789,234.9083638,51.89350498,2252.743511,727.6379107,437.566904,Anura
Leiopelma_hochstetteri,125.4444806,227.5503341,34.11716235,2013.63612,645.7210736,391.2277583,Anura
Leiopicus_auriceps,196.7042574,330.1225925,45.61918109,1512.00557,1030.045227,59.87258731,Piciformes
Leiopicus_mahrattensis,257.6815729,390.4179342,117.4672762,1064.586934,750.7892137,18.61594083,Piciformes
Leiopicus_medius,88.98870301,252.8768916,-57.39996821,662.2491692,237.3643538,108.0802505,Piciformes
Leioptila_annectens,197.9414007,289.2123117,71.18807856,1837.918334,1046.013202,41.49443076,Passeriformes
Leiopython_meridionalis,261.068562,318.8732796,209.6002466,2734.816794,980.5758483,419.0178919,Serpentes
Leiopython_montanus,184.0147858,252.0027008,121.0147858,2533.541504,801.0055542,380.4725037,Serpentes
Leiosaurus_bellii,100.3447657,242.7829113,-20.62020234,191.9053108,65.70637694,34.0560546,Iguania
Leiosaurus_catamarcensis,165.9176385,312.1796555,9.577171123,256.7470456,146.0562156,12.0977232,Iguania
Leiosaurus_paronae,174.2754104,326.2180174,24.05487734,516.332349,239.1793871,29.43018387,Iguania
Leiothlypis_celata,67.92270088,266.2963408,-129.3562567,695.1452934,275.1080364,95.12657719,Passeriformes
Leiothlypis_crissalis,186.7387951,313.0315469,51.50543123,607.4735635,366.1629274,24.98186634,Passeriformes
Leiothlypis_luciae,196.100326,361.6494618,36.18304024,449.3683106,266.6698676,19.86394852,Passeriformes
Leiothlypis_peregrina,83.21767856,269.2829282,-109.1405657,935.1204156,348.1629089,128.5618385,Passeriformes
Leiothlypis_ruficapilla,108.9873545,297.3661838,-77.65740775,755.6272931,288.9637723,107.4035777,Passeriformes
Leiothlypis_virginiae,162.3367597,322.248311,1.972997325,522.3092763,295.8039193,30.792178,Passeriformes
Leiothrix_argentauris,193.920397,286.8486036,69.47294717,1715.641231,963.0108343,59.16438024,Passeriformes
Leiothrix_laurinae,218.3044529,273.7060549,163.5995627,2555.120981,850.9502096,360.2349049,Passeriformes
Leiothrix_lutea,156.8822619,293.3174732,7.660156875,1321.71713,650.4463878,91.39193645,Passeriformes
Leistes_bellicosus,184.7697782,262.9846058,104.6580795,578.2712931,304.1439827,43.99713887,Passeriformes
Leistes_defilippii,157.9106689,303.1812423,41.88367118,908.4165518,271.8545351,169.2918137,Passeriformes
Leistes_loyca,131.3496728,274.5340595,6.652172031,454.9590724,183.5144685,52.83160909,Passeriformes
Leistes_militaris,260.7314019,325.9745291,200.1572664,2231.001883,938.0997496,181.6822978,Passeriformes
Leistes_superciliaris,218.7522184,316.7345705,116.0396089,1194.8889,519.7802275,103.8294906,Passeriformes
Lemur_catta,238.0531141,333.8477262,117.3882333,679.7795761,439.6012361,22.31132633,Primates
Leonardina_woodi,225.9154578,285.6365111,171.1283697,2546.2268,863.912487,407.0773683,Passeriformes
Leontocebus_nigricollis,254.6816319,310.9494643,200.086438,2921.245449,943.3427634,489.7752412,Primates
Leontocebus_tripartitus,253.7914902,309.9367393,198.1909062,2927.348835,903.8595749,548.2604266,Primates
Leontopithecus_caissara,217.5012177,299.5876567,138.4570572,2319.663558,958.2498983,306.2187174,Primates
Leontopithecus_chrysomelas,234.7696992,292.0349355,173.4411699,1169.806126,382.7282947,213.8553344,Primates
Leontopithecus_chrysopygus,203.017561,290.033873,98.17515586,1261.315828,545.9353656,139.5993431,Primates
Leontopithecus_rosalia,228.5499306,296.2864032,159.2974357,1066.019027,411.8172983,120.3494212,Primates
Leopardus_colocolo,162.3915888,272.7478888,49.38586503,800.1273705,362.9760409,62.57213205,Carnivora
Leopardus_geoffroyi,164.5257365,297.2682733,39.8460316,684.6560039,266.3526612,80.91057015,Carnivora
Leopardus_guigna,89.54381555,208.5640132,2.538588348,1307.293001,581.3142992,156.8175813,Carnivora
Leopardus_guttulus,219.27096,304.6417081,118.9295667,1447.767409,609.663114,146.8705602,Carnivora
Leopardus_jacobita,78.86820648,190.7581821,-51.17000284,460.1757406,261.9663886,19.73620246,Carnivora
Leopardus_pardalis,241.2674723,316.8530145,162.5720058,1802.105553,763.0110011,162.1385175,Carnivora
Leopardus_tigrinus,251.2874579,322.0562717,180.2589669,1951.881922,825.7403089,172.8850146,Carnivora
Leopardus_wiedii,245.7914377,320.0515504,168.5977681,1942.1975,816.8400564,176.7001772,Carnivora
Lepidobatrachus_asper,223.3393623,347.2606848,94.7305764,764.6639317,322.2346656,51.70700811,Anura
Lepidobatrachus_laevis,231.358858,346.1343505,108.5802258,826.0102525,338.2242666,60.5910278,Anura
Lepidobatrachus_llanensis,222.8233073,349.7365756,86.33738224,693.4314916,323.3402516,32.97703361,Anura
Lepidoblepharis_buchwaldi,226.1336591,282.5373568,172.3412037,2423.355392,1179.228916,191.9005028,Gekkota
Lepidoblepharis_colombianus,206.8624565,264.9108303,152.4622433,1583.852331,561.0831587,221.0590876,Gekkota
Lepidoblepharis_conolepis,167.8922051,226.2549625,107.3546448,2158.496324,996.1647475,187.9522603,Gekkota
Lepidoblepharis_duolepis,216.4939029,276.6640991,158.0416379,2575.622009,897.5273929,300.9323854,Gekkota
Lepidoblepharis_grandis,225.9397777,279.9369649,174.8766612,2799.773323,1239.479983,292.8024433,Gekkota
Lepidoblepharis_intermedius,259.0149445,303.5704795,218.2687818,5610.441834,1800.688007,1027.733187,Gekkota
